2.621348753049044795e-04,3.665600264968519543e-04,9.960879664676009285e-04,1.893419423945006405e-03,1.302556402973308438e-03,1.148919604920054655e-02,9.920707975442996304e-03,1.533845633885434203e-03,2.373295873564994468e-04,1.903907075793677091e-04,2.153387072459662227e-04,2.356867431586868306e-04,3.216788505634428580e-04,1.554230177446887132e-04,1.904570851227136428e-04,1.460040443438879705e-04,1.756980383597279754e-04,1.668996949892134253e-04,1.948380029835504392e-04,1.781141809375217430e-04,1.621769327801450219e-04,1.702882685770275273e-04,1.799959842913817314e-04,2.117875086769548164e-04,2.322981695708701807e-04,1.457020265216646881e-04,1.493627480371983974e-04,1.926940083334726197e-04
3.283829824413921289e-04,6.600582910327469893e-04,1.589589494787299866e-03,3.201598004839715812e-03,3.052759639394957928e-03,1.561920015843517532e-03,1.999399137202108323e-02,2.580058602210650795e-02,8.189020754737898894e-03,3.145133947592425902e-04,3.333812114553456906e-04,2.924528182281950625e-04,2.955327362394494944e-04,2.808832124229843140e-04,2.581024395466331571e-04,1.574939970970821242e-04,2.565923504355130586e-04,2.476313820837993339e-04,2.388662274849589703e-04,2.437217447807197830e-04,2.456201425204156586e-04,2.332805572123918848e-04,2.137854727316683997e-04,2.238715404430958729e-04,2.562969703676215290e-04,2.462042649018620862e-04,2.994456924196965209e-04,2.350063733393905501e-04
4.132400338549347459e-04,9.348082184505596961e-04,2.157841005618176249e-03,4.463846644616158675e-03,6.166948376279478283e-03,3.963569057048758199e-03,1.451703423994628187e-03,2.801132329201722060e-02,4.908936283207066681e-02,2.256444846258700079e-02,3.112177497321133319e-04,3.145067570049082353e-04,2.805181359345826548e-04,1.822860095368190707e-04,2.126603733719547326e-04,2.198025970359857885e-04,2.189927910071639509e-04,1.642279988695354769e-04,1.611547186126160774e-04,1.579685965320070621e-04,1.587053872631480692e-04,1.744534594219894431e-04,1.833082237043470123e-04,1.907690595764394061e-04,2.017711373860400748e-04,2.093016696786493744e-04,3.765564845247572887e-04,2.294372974526614930e-04
6.093790366880668177e-04,1.214901538107729384e-03,2.838038243302102616e-03,6.444177504941259529e-03,1.053259276439238133e-02,8.026774125537053384e-03,4.357931317576099750e-03,3.090664535522708121e-03,3.237036311456723686e-02,7.614266567872914060e-02,5.406662649896005340e-02,4.599266789673515671e-04,4.007776500917172762e-04,2.081599759330948600e-04,2.588989700667861495e-04,3.630718865940189247e-04,3.208358557629497070e-04,1.982398520800312722e-04,1.803046398679405342e-04,1.683633198199921725e-04,1.509856789720063770e-04,1.482675185719873484e-04,1.591866244524069824e-04,1.831389609688152177e-04,1.959631023432639165e-04,2.370375261657820876e-04,4.518651263279722507e-04,1.741945870029465687e-04
8.641227725413925566e-04,1.764680178625409627e-03,3.890182045125410628e-03,8.869961420907117311e-03,1.635769679243988597e-02,1.507063622696068299e-02,1.208121072054936171e-02,1.149844575986588499e-02,9.710676152787547921e-03,3.731397668585692551e-02,1.076556234281414032e-01,1.066554499238812070e-01,3.855041773678024122e-04,2.852375792664839350e-04,2.476147876979638263e-04,3.239954268262203001e-04,3.566930046784658886e-04,2.396627580051102009e-04,1.895012484985301711e-04,2.005365150798055142e-04,1.754292093091752475e-04,1.499734214359802658e-04,1.663354858707724474e-04,1.690768784109616637e-04,1.623926597960201736e-04,2.635520358553445318e-04,3.997089716438440802e-04,2.028862801142583354e-04
1.083706323684335447e-03,2.137994120157715641e-03,4.950025641976850410e-03,1.137917195222740326e-02,2.190769909208983152e-02,2.348072738981227953e-02,2.362921063540017810e-02,2.530830029075806925e-02,2.230012312835143173e-02,1.341369012006297587e-02,3.177720011171875775e-02,1.295146611432044514e-01,1.877444971174573873e-01,5.002742686902242461e-04,2.959376392538587463e-04,2.456798823094271289e-04,3.353990887730662687e-04,3.076400001457623378e-04,2.116846234847665701e-04,2.191753292513656207e-04,2.095107589401845334e-04,1.899658913019529533e-04,1.883230471041378706e-04,1.734179697457920600e-04,1.913631385893855229e-04,1.867797692213453745e-04,2.928245324709317270e-04,2.557062102318439990e-04
1.301590609717620832e-03,2.642788699549806185e-03,5.353893166711324626e-03,1.262332275481054672e-02,2.580498021547609003e-02,3.081645154932832406e-02,3.468613620906852574e-02,3.987764999149250728e-02,3.839355432634497522e-02,2.723326564217818518e-02,1.356545573516934784e-02,2.761040624908488866e-02,1.529292466299512210e-01,4.685030823839330116e-01,1.812271549653163977e-02,3.530920229519403158e-04,3.441476489860700676e-04,3.017390365423012273e-04,2.423643240192939116e-04,1.914958936760772547e-04,2.354245518624706259e-04,2.628650282817097494e-04,2.127035187751280662e-04,1.990629336175239337e-04,2.168255642169155371e-04,2.012334792849401212e-04,2.906739000665222090e-04,2.898773695463699213e-04
1.499213150644535366e-03,2.643269936739060626e-03,5.122560790396134787e-03,1.252077608809528710e-02,2.813957798127036253e-02,3.696102405574584748e-02,4.489840090590450916e-02,5.515906810734845511e-02,5.988449869365970735e-02,5.437533849643054473e-02,4.346944838489176510e-02,3.571613978130874778e-02,3.909568934210540248e-02,1.708311107642672966e-01,7.856978046444031971e-01,8.748260850283147427e-02,4.990230519981487568e-04,3.418841747579696327e-04,2.787591310359125406e-04,2.476048310664620772e-04,2.226037293651859602e-04,1.831256854601443396e-04,1.496514903507512354e-04,1.638496468724643491e-04,2.148972965827149022e-04,2.415578368676406609e-04,2.681586373635565755e-04,3.667691157583885227e-04
1.630428278330931825e-03,2.765563922599754802e-03,4.796497703094685164e-03,1.342178818035123268e-02,3.095538970418305544e-02,4.213814718677241083e-02,5.370691331605904895e-02,6.988609434342417381e-02,8.554472276260687014e-02,9.538736410932061038e-02,9.610221042463112928e-02,8.909610055098542147e-02,6.568334376555930165e-02,3.213086961929798729e-02,9.488490933832777197e-02,7.788845480851950276e-01,1.542378832158851631e-01,5.080172091215355568e-04,3.201753992066554881e-04,2.441332855494652871e-04,1.918974778133200609e-04,1.999225228038558992e-04,2.498815808032306255e-04,2.291784250336088066e-04,2.228426885212336035e-04,3.001061489759909565e-04,3.114865787826637017e-04,2.779526438842591001e-04
1.949475259300705249e-03,2.440615978026518425e-03,4.697837441542341598e-03,1.333057879803947049e-02,3.201158585502762027e-02,4.512037736748501088e-02,5.824122636069128944e-02,7.927206482967166790e-02,1.057713707429328714e-01,1.308813979928391824e-01,1.471870381969098696e-01,1.457226035601011938e-01,1.088820779776683290e-01,4.962429613501891101e-02,1.506327495740324846e-02,4.915416390876141059e-03,1.000000000000000000e+00,3.172598021228214549e-01,5.858375771650963480e-03,2.810690695443545436e-04,2.448368875089340321e-04,2.740031800551718751e-04,2.672592216512147405e-04,2.399946457218426609e-04,2.755331824292954175e-04,2.369910618854371585e-04,3.366569432194724807e-04,3.773596527992453950e-04
